               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.020472,           0.0092204,          0.00093246,             0.99317,             0.99632,             0.99265,             0.81837,            0.016341,           0.0058949,           0.0013951,           0.0053116,           0.0053116,           0.0053116
                 156,            0.019277,           0.0083772,          0.00087641,             0.99268,             0.99631,             0.99307,             0.81794,             0.01828,           0.0061589,           0.0012917,           0.0052645,           0.0052645,           0.0052645
                 157,            0.020396,           0.0087918,          0.00075112,             0.99269,             0.99632,             0.99324,             0.81532,             0.01467,           0.0058405,           0.0011956,           0.0052174,           0.0052174,           0.0052174
                 158,            0.019353,           0.0090236,          0.00079125,             0.99286,             0.99632,             0.99297,             0.80443,            0.016381,           0.0058904,           0.0012078,           0.0051704,           0.0051704,           0.0051704
                 159,            0.019188,           0.0088504,          0.00076316,             0.99263,             0.99632,             0.99277,             0.80777,            0.015755,           0.0058289,           0.0011588,           0.0051234,           0.0051234,           0.0051234
                 160,            0.018855,           0.0090479,          0.00070978,             0.99279,             0.99632,             0.99301,             0.81768,            0.014838,           0.0058692,           0.0011336,           0.0050765,           0.0050765,           0.0050765
                 161,            0.019037,           0.0086713,          0.00067825,             0.99258,             0.99632,             0.99309,             0.82336,             0.01496,            0.005956,           0.0011419,           0.0050296,           0.0050296,           0.0050296
                 162,            0.019993,           0.0086671,          0.00074727,             0.99222,             0.99632,             0.99325,             0.81096,             0.01539,           0.0059478,           0.0012385,           0.0049828,           0.0049828,           0.0049828
                 163,             0.01935,           0.0088602,          0.00083677,             0.99211,             0.99632,             0.99316,             0.81589,            0.014384,           0.0058669,           0.0012406,            0.004936,            0.004936,            0.004936
                 164,            0.018872,           0.0085316,          0.00075732,             0.99155,             0.99632,             0.99329,             0.84049,            0.013517,           0.0056214,           0.0011423,           0.0048893,           0.0048893,           0.0048893
                 165,            0.018899,           0.0083149,          0.00070097,             0.99221,             0.99632,             0.99352,             0.82395,            0.014695,           0.0057544,           0.0010802,           0.0048426,           0.0048426,           0.0048426
                 166,             0.01887,           0.0087033,          0.00058664,              0.9915,             0.99632,             0.99331,             0.82758,            0.015224,           0.0058124,           0.0010615,            0.004796,            0.004796,            0.004796
                 167,            0.019925,            0.008576,          0.00064903,             0.99214,             0.99632,             0.99304,             0.81023,            0.017113,           0.0058618,           0.0011271,           0.0047495,           0.0047495,           0.0047495
                 168,            0.018732,           0.0084727,          0.00079693,             0.99287,             0.99632,              0.9922,             0.80743,            0.015128,           0.0059621,           0.0011912,           0.0047031,           0.0047031,           0.0047031
                 169,            0.018803,           0.0086407,          0.00066827,             0.99257,             0.99632,             0.99257,             0.80421,            0.015823,           0.0059515,           0.0011439,           0.0046568,           0.0046568,           0.0046568
                 170,            0.020044,           0.0086601,          0.00069754,             0.99294,             0.99632,             0.99261,             0.81656,            0.016007,            0.005789,           0.0011693,           0.0046105,           0.0046105,           0.0046105
                 171,            0.018929,           0.0087886,          0.00078252,             0.99293,             0.99632,             0.99237,             0.81693,            0.015363,           0.0058756,           0.0012262,           0.0045644,           0.0045644,           0.0045644
                 172,            0.018388,           0.0087484,           0.0007324,              0.9925,             0.99632,             0.99122,             0.81173,            0.015023,           0.0058372,           0.0011527,           0.0045184,           0.0045184,           0.0045184
                 173,            0.018862,           0.0088052,          0.00062944,             0.99242,             0.99632,             0.99257,             0.80142,            0.015696,           0.0059703,           0.0011198,           0.0044724,           0.0044724,           0.0044724
                 174,            0.018453,           0.0089211,          0.00062046,             0.99255,             0.99632,             0.99268,             0.81434,            0.015685,           0.0058822,            0.001122,           0.0044266,           0.0044266,           0.0044266
                 175,             0.01913,           0.0088204,          0.00059246,             0.99283,             0.99632,             0.99306,             0.81665,            0.013882,           0.0057203,           0.0011466,           0.0043809,           0.0043809,           0.0043809
                 176,             0.01794,           0.0084717,          0.00066574,             0.99203,             0.99631,              0.9921,             0.81875,            0.014213,           0.0056978,           0.0011602,           0.0043353,           0.0043353,           0.0043353
                 177,            0.018941,            0.008637,          0.00071842,             0.99201,             0.99632,             0.99012,             0.81952,            0.014871,           0.0057315,            0.001179,           0.0042899,           0.0042899,           0.0042899
                 178,            0.017795,           0.0083387,          0.00068236,             0.99248,             0.99632,             0.99186,             0.81531,            0.015942,           0.0059223,            0.001099,           0.0042445,           0.0042445,           0.0042445
                 179,            0.018775,           0.0082655,          0.00060161,             0.99313,             0.99632,             0.99284,             0.81467,            0.014375,           0.0058685,           0.0010876,           0.0041994,           0.0041994,           0.0041994
                 180,            0.017795,           0.0084717,          0.00054787,             0.99242,             0.99632,             0.99279,             0.81078,             0.01565,           0.0059402,           0.0010752,           0.0041543,           0.0041543,           0.0041543
                 181,            0.018557,           0.0080897,           0.0005452,              0.9921,             0.99632,             0.99231,             0.79279,            0.017694,           0.0061019,           0.0010464,           0.0041094,           0.0041094,           0.0041094
                 182,            0.018631,           0.0081776,          0.00059892,             0.99213,             0.99632,               0.993,             0.81129,            0.016046,           0.0060236,           0.0011105,           0.0040647,           0.0040647,           0.0040647
                 183,            0.018175,           0.0086822,          0.00060403,             0.99227,             0.99632,             0.99308,              0.8136,            0.014861,           0.0058212,            0.001167,           0.0040201,           0.0040201,           0.0040201
                 184,            0.017728,           0.0079737,          0.00060248,             0.99206,             0.99632,              0.9925,             0.81714,            0.014558,           0.0057655,           0.0011386,           0.0039757,           0.0039757,           0.0039757
                 185,            0.017955,           0.0081333,          0.00058185,             0.99201,             0.99632,             0.99244,             0.81809,            0.014736,            0.005678,           0.0011024,           0.0039314,           0.0039314,           0.0039314
                 186,            0.016693,           0.0082496,          0.00057823,             0.99243,             0.99632,              0.9928,             0.82108,             0.01507,           0.0058366,           0.0010528,           0.0038873,           0.0038873,           0.0038873
                 187,            0.018083,           0.0084534,          0.00057266,             0.99218,             0.99632,             0.99263,             0.81483,             0.01608,            0.006052,           0.0010337,           0.0038434,           0.0038434,           0.0038434
                 188,             0.01716,           0.0083742,          0.00053254,             0.99167,             0.99632,             0.99292,             0.83558,            0.014043,           0.0055511,           0.0010339,           0.0037997,           0.0037997,           0.0037997
                 189,            0.017555,           0.0082309,          0.00053922,             0.99185,             0.99632,             0.99274,             0.81183,            0.015413,           0.0058015,            0.001017,           0.0037562,           0.0037562,           0.0037562
                 190,            0.017203,           0.0084127,          0.00048393,             0.99262,             0.99632,             0.99293,             0.80633,            0.014836,           0.0059978,           0.0010416,           0.0037128,           0.0037128,           0.0037128
                 191,            0.017198,           0.0081653,          0.00048037,             0.99278,             0.99632,             0.99318,             0.82773,            0.014161,            0.005764,           0.0010374,           0.0036697,           0.0036697,           0.0036697
                 192,            0.017702,           0.0081335,          0.00047408,             0.99228,             0.99632,              0.9935,             0.81137,            0.015045,           0.0057533,           0.0010023,           0.0036267,           0.0036267,           0.0036267
                 193,            0.017155,           0.0083157,          0.00051975,             0.99116,             0.99632,             0.99367,             0.81881,            0.014359,           0.0058433,          0.00099253,            0.003584,            0.003584,            0.003584
                 194,            0.017073,           0.0083264,            0.000545,             0.99199,             0.99632,             0.99334,             0.80717,            0.015149,           0.0058125,          0.00098652,           0.0035415,           0.0035415,           0.0035415
                 195,            0.017299,            0.008187,          0.00049146,             0.99214,             0.99632,             0.99328,             0.80077,            0.014626,           0.0061897,          0.00099234,           0.0034991,           0.0034991,           0.0034991
                 196,            0.017695,           0.0083732,          0.00045703,             0.99157,              0.9963,             0.99287,             0.80763,            0.015646,           0.0059296,           0.0010034,            0.003457,            0.003457,            0.003457
                 197,            0.018017,           0.0085139,          0.00055842,             0.99156,             0.99632,             0.99309,             0.79792,            0.015454,           0.0062065,           0.0010387,           0.0034152,           0.0034152,           0.0034152
                 198,            0.017256,           0.0086755,          0.00056865,             0.99111,             0.99632,              0.9929,             0.80771,             0.01495,           0.0059179,           0.0010397,           0.0033735,           0.0033735,           0.0033735
                 199,            0.017247,           0.0078511,          0.00050329,             0.99127,             0.99631,             0.99348,             0.80102,            0.015525,           0.0060063,           0.0010209,           0.0033321,           0.0033321,           0.0033321
                 200,            0.017325,           0.0085286,          0.00048675,             0.99184,             0.99632,             0.99359,             0.80143,            0.015216,            0.006019,           0.0010289,           0.0032909,           0.0032909,           0.0032909
                 201,            0.016659,           0.0081062,          0.00047063,             0.99159,             0.99632,             0.99346,             0.81661,            0.014624,           0.0058653,           0.0010055,             0.00325,             0.00325,             0.00325
                 202,            0.016831,           0.0082053,          0.00044972,             0.99208,             0.99632,             0.99347,             0.80196,            0.015317,           0.0059874,          0.00098143,           0.0032093,           0.0032093,           0.0032093
                 203,            0.016654,           0.0083155,          0.00041571,              0.9917,             0.99632,              0.9937,             0.80341,            0.015519,           0.0058958,          0.00096273,           0.0031689,           0.0031689,           0.0031689
                 204,            0.016857,           0.0083166,           0.0004245,             0.99249,             0.99632,             0.99328,             0.80501,            0.014874,           0.0059527,           0.0009813,           0.0031287,           0.0031287,           0.0031287
                 205,            0.016351,           0.0081119,          0.00045697,             0.99229,             0.99632,              0.9932,             0.80936,            0.014675,           0.0058412,          0.00099596,           0.0030888,           0.0030888,           0.0030888
                 206,            0.017244,           0.0079642,          0.00046686,             0.99252,             0.99632,             0.99329,             0.81027,            0.015216,           0.0062382,          0.00099382,           0.0030491,           0.0030491,           0.0030491
                 207,            0.016806,           0.0082889,          0.00042402,             0.99255,             0.99632,             0.99293,             0.78923,             0.01559,           0.0061526,          0.00098281,           0.0030097,           0.0030097,           0.0030097
                 208,            0.017656,           0.0086964,          0.00040816,             0.99257,             0.99632,             0.99318,             0.80636,            0.016075,           0.0060874,               0.001,           0.0029706,           0.0029706,           0.0029706
                 209,            0.017053,           0.0080529,          0.00047336,             0.99199,             0.99632,             0.99315,             0.80958,            0.014363,           0.0059302,           0.0010157,           0.0029318,           0.0029318,           0.0029318
                 210,            0.016693,           0.0083114,          0.00053342,             0.99193,             0.99632,             0.99288,             0.82006,            0.013809,           0.0057744,           0.0010276,           0.0028932,           0.0028932,           0.0028932
                 211,            0.016506,           0.0089384,          0.00044796,             0.99122,             0.99632,             0.99282,             0.81995,            0.013664,           0.0057472,           0.0010331,            0.002855,            0.002855,            0.002855
                 212,            0.016792,           0.0080981,          0.00042458,             0.99226,              0.9963,             0.99324,             0.82732,            0.013871,           0.0057133,          0.00099452,            0.002817,            0.002817,            0.002817
                 213,            0.016478,           0.0084624,          0.00041195,             0.99258,              0.9963,              0.9929,             0.81027,            0.015301,           0.0059046,          0.00098026,           0.0027793,           0.0027793,           0.0027793
                 214,             0.01692,           0.0079875,          0.00036609,             0.99215,             0.99632,             0.99299,             0.80549,            0.014801,           0.0058704,          0.00096738,           0.0027419,           0.0027419,           0.0027419
                 215,            0.017099,           0.0081016,          0.00041784,             0.99209,             0.99632,             0.99295,             0.81523,            0.014494,           0.0060107,          0.00097424,           0.0027048,           0.0027048,           0.0027048
                 216,            0.016295,           0.0082246,          0.00046175,             0.99223,             0.99632,             0.99252,             0.82834,            0.014051,           0.0058002,           0.0009788,           0.0026681,           0.0026681,           0.0026681
                 217,            0.016528,           0.0080825,          0.00049834,             0.99154,             0.99632,              0.9929,             0.82049,            0.015116,           0.0057145,          0.00096874,           0.0026316,           0.0026316,           0.0026316
                 218,            0.016185,           0.0082196,            0.000407,             0.99179,             0.99632,             0.99258,             0.81088,            0.014753,           0.0058195,          0.00097234,           0.0025954,           0.0025954,           0.0025954
                 219,            0.016547,           0.0083097,          0.00038408,             0.99244,             0.99632,             0.99154,             0.81099,            0.015664,           0.0059569,          0.00098199,           0.0025596,           0.0025596,           0.0025596
                 220,            0.016759,           0.0080308,          0.00041041,             0.99181,             0.99632,             0.99148,             0.80272,            0.016236,           0.0058916,           0.0010187,           0.0025241,           0.0025241,           0.0025241
                 221,            0.016265,           0.0079351,          0.00045413,             0.99229,             0.99632,             0.99179,             0.81635,            0.014957,           0.0060445,           0.0010878,           0.0024889,           0.0024889,           0.0024889
                 222,            0.016263,           0.0080442,          0.00051073,             0.99182,             0.99632,             0.99182,             0.80086,            0.015367,           0.0060566,           0.0010741,           0.0024541,           0.0024541,           0.0024541
                 223,            0.016508,           0.0080638,          0.00043221,             0.99163,             0.99632,              0.9919,             0.81115,            0.014825,            0.005985,           0.0010264,           0.0024195,           0.0024195,           0.0024195
                 224,            0.016312,           0.0079189,          0.00035842,             0.99274,             0.99632,             0.99217,              0.8084,            0.014793,           0.0059956,          0.00099807,           0.0023854,           0.0023854,           0.0023854
                 225,            0.015934,           0.0077914,          0.00037181,             0.99226,             0.99632,             0.99274,             0.79558,            0.015581,           0.0061217,          0.00097341,           0.0023515,           0.0023515,           0.0023515
                 226,            0.015937,            0.007892,          0.00034076,             0.99236,             0.99632,             0.99295,             0.80858,            0.015172,           0.0060081,          0.00096042,            0.002318,            0.002318,            0.002318
                 227,            0.016071,           0.0075801,          0.00036064,             0.99204,             0.99631,             0.99308,             0.82554,            0.013779,           0.0058045,           0.0009693,           0.0022849,           0.0022849,           0.0022849
                 228,            0.016349,           0.0078009,          0.00036702,             0.99144,             0.99632,             0.99327,             0.81592,            0.015131,           0.0058491,          0.00098842,           0.0022521,           0.0022521,           0.0022521
                 229,              0.0162,           0.0081164,          0.00035877,             0.99225,             0.99631,              0.9932,             0.82207,             0.01416,           0.0058418,            0.001005,           0.0022196,           0.0022196,           0.0022196
                 230,            0.015454,           0.0080175,          0.00038505,             0.99257,             0.99632,              0.9928,             0.81808,            0.014259,            0.005793,           0.0010056,           0.0021876,           0.0021876,           0.0021876
                 231,            0.015782,           0.0077324,          0.00039993,             0.99239,             0.99632,             0.99231,             0.80737,            0.014959,           0.0059375,           0.0010047,           0.0021558,           0.0021558,           0.0021558
                 232,            0.016187,            0.008292,          0.00034043,             0.99239,              0.9963,             0.99247,             0.81329,            0.014388,           0.0059218,           0.0010015,           0.0021245,           0.0021245,           0.0021245
                 233,             0.01599,            0.007813,          0.00035388,             0.99189,             0.99632,             0.99248,             0.82233,            0.013948,           0.0056812,           0.0010009,           0.0020935,           0.0020935,           0.0020935
                 234,            0.015979,           0.0080067,          0.00043472,             0.99167,             0.99632,             0.99309,             0.81288,            0.014132,           0.0057489,          0.00099735,           0.0020629,           0.0020629,           0.0020629
                 235,            0.015721,           0.0081459,          0.00036704,             0.99206,             0.99632,             0.99318,              0.8198,            0.013822,           0.0057602,          0.00099404,           0.0020327,           0.0020327,           0.0020327
                 236,            0.015538,           0.0077634,          0.00031296,             0.99246,             0.99632,             0.99332,             0.81315,            0.014679,           0.0059381,          0.00098229,           0.0020028,           0.0020028,           0.0020028
                 237,            0.015773,           0.0075222,          0.00036364,             0.99224,             0.99632,             0.99301,             0.82123,            0.014446,           0.0057499,          0.00097438,           0.0019734,           0.0019734,           0.0019734
                 238,            0.015513,           0.0077734,           0.0003547,             0.99229,             0.99632,             0.99325,              0.8102,            0.013952,           0.0058196,          0.00096883,           0.0019443,           0.0019443,           0.0019443
                 239,            0.015606,           0.0078166,          0.00033356,             0.99209,             0.99632,             0.99346,             0.80701,             0.01457,           0.0058332,          0.00096542,           0.0019156,           0.0019156,           0.0019156
                 240,            0.015544,           0.0076859,          0.00030389,             0.99213,             0.99632,             0.99311,             0.80635,            0.014927,           0.0058303,          0.00095251,           0.0018873,           0.0018873,           0.0018873
                 241,            0.015244,           0.0075485,          0.00032661,             0.99246,             0.99632,             0.99359,             0.81998,            0.013739,           0.0058014,          0.00094268,           0.0018594,           0.0018594,           0.0018594
                 242,            0.014911,           0.0076391,           0.0002967,              0.9925,             0.99632,             0.99376,             0.82924,            0.014092,           0.0057421,          0.00093291,           0.0018319,           0.0018319,           0.0018319
                 243,            0.015125,            0.007587,            0.000381,             0.99233,             0.99632,             0.99336,             0.82231,            0.013595,            0.005693,          0.00092823,           0.0018048,           0.0018048,           0.0018048
                 244,            0.014979,           0.0076578,          0.00031657,             0.99229,             0.99632,              0.9932,             0.81287,             0.01439,           0.0056868,          0.00092461,           0.0017781,           0.0017781,           0.0017781
                 245,            0.015319,           0.0079865,          0.00030124,             0.99191,             0.99632,             0.99336,             0.82105,            0.013825,            0.005675,          0.00091806,           0.0017519,           0.0017519,           0.0017519
                 246,            0.015646,           0.0078855,           0.0003076,             0.99204,             0.99632,             0.99338,             0.81264,            0.014192,           0.0057397,          0.00091199,            0.001726,            0.001726,            0.001726
                 247,            0.014973,           0.0076497,          0.00028579,             0.99274,             0.99632,             0.99351,             0.81571,            0.014418,           0.0059523,          0.00091079,           0.0017005,           0.0017005,           0.0017005
                 248,            0.015255,            0.008274,           0.0003075,             0.99267,             0.99632,             0.99368,             0.82015,            0.014345,           0.0058786,          0.00091227,           0.0016755,           0.0016755,           0.0016755
                 249,            0.015246,           0.0078877,          0.00032293,             0.99234,             0.99632,             0.99345,              0.8222,             0.01484,           0.0058528,            0.000909,           0.0016509,           0.0016509,           0.0016509
                 250,            0.015623,           0.0080089,          0.00030898,             0.99178,             0.99632,             0.99327,             0.81312,            0.014511,           0.0058249,          0.00091559,           0.0016267,           0.0016267,           0.0016267
                 251,            0.015532,           0.0076358,          0.00031725,             0.99253,             0.99631,             0.99327,             0.81416,            0.013773,           0.0058974,          0.00092239,           0.0016029,           0.0016029,           0.0016029
                 252,            0.015337,           0.0080721,          0.00029907,             0.99231,             0.99632,             0.99331,             0.80826,            0.015053,           0.0059112,          0.00092205,           0.0015795,           0.0015795,           0.0015795
                 253,            0.014913,           0.0080092,          0.00031932,              0.9922,             0.99632,             0.99336,             0.81284,            0.014356,           0.0058138,          0.00092053,           0.0015566,           0.0015566,           0.0015566
                 254,            0.014918,           0.0077528,          0.00030242,             0.99203,             0.99632,             0.99348,             0.82504,            0.014131,           0.0056931,          0.00092706,           0.0015341,           0.0015341,           0.0015341
                 255,            0.014896,           0.0072774,          0.00028523,             0.99198,             0.99632,             0.99322,             0.80678,            0.014207,           0.0058623,          0.00092606,           0.0015121,           0.0015121,           0.0015121
                 256,             0.01547,           0.0078736,          0.00027169,             0.99252,             0.99632,             0.99363,             0.80585,            0.015082,           0.0059458,          0.00091739,           0.0014905,           0.0014905,           0.0014905
                 257,            0.014789,           0.0076798,          0.00026481,             0.99265,             0.99632,             0.99374,             0.81563,            0.013952,           0.0058157,          0.00090608,           0.0014693,           0.0014693,           0.0014693
                 258,            0.014784,           0.0074565,          0.00027162,             0.99262,             0.99632,             0.99363,             0.81748,            0.014154,           0.0057335,          0.00090419,           0.0014486,           0.0014486,           0.0014486
                 259,            0.014874,           0.0077807,          0.00029632,             0.99244,             0.99632,             0.99363,             0.80971,            0.014068,           0.0058283,          0.00089855,           0.0014283,           0.0014283,           0.0014283
                 260,            0.014624,           0.0076687,          0.00027154,             0.99247,             0.99632,             0.99362,             0.80199,             0.01464,           0.0059966,          0.00090148,           0.0014084,           0.0014084,           0.0014084
                 261,            0.014901,           0.0076975,          0.00025736,             0.99281,             0.99632,             0.99349,             0.81425,            0.014551,           0.0058037,          0.00091178,            0.001389,            0.001389,            0.001389
                 262,            0.015524,           0.0075584,          0.00026893,             0.99261,             0.99632,             0.99344,             0.80593,            0.014422,           0.0058464,          0.00091607,           0.0013701,           0.0013701,           0.0013701
                 263,            0.014964,           0.0074461,          0.00025369,             0.99222,             0.99632,             0.99348,             0.81066,            0.013925,           0.0057356,           0.0009109,           0.0013516,           0.0013516,           0.0013516
                 264,            0.014844,           0.0080319,          0.00024051,             0.99189,             0.99632,             0.99353,              0.8189,            0.013993,           0.0057609,          0.00091181,           0.0013336,           0.0013336,           0.0013336
