               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.021099,           0.0034794,           0.0015895,             0.97402,             0.99137,             0.97751,              0.7871,            0.015634,           0.0021325,           0.0043778,           0.0082207,           0.0082207,           0.0082207
                  90,            0.020461,            0.003584,           0.0019562,             0.95451,             0.98163,             0.98042,             0.81685,            0.013359,           0.0021691,           0.0084183,            0.008183,            0.008183,            0.008183
                  91,            0.019954,            0.003491,           0.0014945,             0.98229,             0.98946,             0.97832,             0.80276,            0.013996,           0.0021415,            0.004061,            0.008145,            0.008145,            0.008145
                  92,             0.02125,           0.0036002,           0.0017994,             0.97552,             0.99143,             0.97733,              0.8073,            0.013783,           0.0021483,            0.004287,           0.0081068,           0.0081068,           0.0081068
                  93,            0.020505,           0.0033831,           0.0015954,             0.97558,             0.99143,             0.97594,             0.82418,            0.012481,           0.0020904,           0.0046344,           0.0080682,           0.0080682,           0.0080682
                  94,            0.019472,           0.0035606,           0.0016873,             0.97922,             0.99143,             0.97786,             0.83098,            0.012153,            0.001979,           0.0046622,           0.0080294,           0.0080294,           0.0080294
                  95,            0.020122,           0.0033775,           0.0016728,             0.96572,             0.99143,             0.98157,             0.81004,            0.012654,           0.0020897,           0.0043327,           0.0079903,           0.0079903,           0.0079903
                  96,            0.019816,           0.0033976,           0.0015049,             0.97378,             0.99143,             0.98309,             0.80246,            0.014174,           0.0020724,           0.0046396,           0.0079509,           0.0079509,           0.0079509
                  97,            0.020305,           0.0033815,           0.0014411,             0.97159,             0.99143,             0.98356,             0.82008,            0.012758,           0.0020215,           0.0041153,           0.0079112,           0.0079112,           0.0079112
                  98,            0.020598,            0.003391,           0.0014165,             0.97459,              0.9781,             0.97618,             0.80576,             0.01345,           0.0020635,           0.0045055,           0.0078713,           0.0078713,           0.0078713
                  99,            0.019324,           0.0031722,           0.0015284,             0.97932,             0.99143,             0.97787,             0.83233,            0.012464,            0.002048,           0.0042161,           0.0078311,           0.0078311,           0.0078311
                 100,            0.020381,           0.0033547,           0.0015293,             0.97909,             0.99143,             0.97786,             0.81344,             0.01317,           0.0020406,           0.0041325,           0.0077907,           0.0077907,           0.0077907
                 101,            0.019409,             0.00329,           0.0014414,             0.97717,             0.99142,              0.9792,             0.79516,            0.014331,           0.0020364,           0.0041748,             0.00775,             0.00775,             0.00775
                 102,            0.019924,           0.0034557,            0.001556,             0.98178,             0.99143,             0.97771,             0.82067,            0.012934,           0.0020181,           0.0042417,           0.0077091,           0.0077091,           0.0077091
                 103,            0.018541,           0.0032708,           0.0016223,             0.97613,             0.98939,             0.97732,             0.80641,            0.013304,           0.0020129,           0.0045791,           0.0076679,           0.0076679,           0.0076679
                 104,             0.01964,           0.0033518,           0.0015381,             0.97253,             0.99009,             0.98174,             0.81845,            0.012581,           0.0020083,           0.0043607,           0.0076265,           0.0076265,           0.0076265
                 105,            0.019182,           0.0032685,           0.0016887,             0.97648,              0.9914,             0.97933,             0.83111,            0.011939,           0.0019286,           0.0044681,           0.0075848,           0.0075848,           0.0075848
                 106,            0.019609,           0.0033584,           0.0015948,             0.97505,             0.99141,             0.97755,             0.82294,            0.012389,           0.0019547,            0.004425,            0.007543,            0.007543,            0.007543
                 107,             0.01833,           0.0031978,           0.0015453,             0.97123,             0.99026,             0.98257,             0.81972,            0.012626,           0.0019013,           0.0040186,           0.0075009,           0.0075009,           0.0075009
                 108,             0.01912,           0.0031052,           0.0013123,             0.97469,             0.99139,             0.98146,             0.82013,            0.012476,           0.0019031,           0.0042773,           0.0074585,           0.0074585,           0.0074585
                 109,            0.019518,           0.0033065,           0.0015094,             0.97769,             0.98352,             0.98239,             0.83161,            0.012339,           0.0019108,            0.004625,            0.007416,            0.007416,            0.007416
                 110,            0.018713,           0.0032343,           0.0011257,             0.97568,             0.99143,             0.98537,              0.8057,            0.013075,           0.0019366,           0.0042965,           0.0073733,           0.0073733,           0.0073733
                 111,            0.017712,            0.003064,           0.0016116,             0.98614,             0.98386,             0.97805,              0.8089,            0.012784,           0.0018777,           0.0045899,           0.0073303,           0.0073303,           0.0073303
                 112,            0.018137,           0.0031292,           0.0015759,             0.97765,             0.98832,             0.98602,             0.83162,            0.012088,           0.0018546,            0.004615,           0.0072872,           0.0072872,           0.0072872
                 113,            0.018428,           0.0031594,           0.0011898,             0.98255,             0.97911,             0.97791,              0.8177,            0.012819,           0.0018538,           0.0053215,           0.0072438,           0.0072438,           0.0072438
                 114,            0.018858,           0.0031429,           0.0013628,             0.97744,             0.98918,             0.98177,             0.81589,            0.012784,           0.0018783,           0.0042138,           0.0072003,           0.0072003,           0.0072003
                 115,             0.01777,            0.003121,           0.0011632,             0.98213,             0.99143,             0.98472,             0.84065,            0.012296,           0.0018045,           0.0045054,           0.0071566,           0.0071566,           0.0071566
                 116,            0.018346,           0.0030385,           0.0010898,             0.98184,             0.98832,             0.98044,             0.83642,            0.012179,           0.0017863,           0.0043973,           0.0071127,           0.0071127,           0.0071127
                 117,             0.01882,           0.0030357,           0.0011438,              0.9779,             0.99119,             0.97764,             0.83309,            0.011479,           0.0018034,           0.0045527,           0.0070686,           0.0070686,           0.0070686
                 118,            0.017613,           0.0030582,           0.0011504,             0.98163,             0.99143,             0.98368,             0.84427,            0.011785,           0.0018078,           0.0042784,           0.0070243,           0.0070243,           0.0070243
                 119,            0.019083,           0.0029558,           0.0014131,             0.97644,             0.98824,             0.97752,             0.82411,            0.012376,           0.0018415,           0.0045768,           0.0069799,           0.0069799,           0.0069799
                 120,             0.01785,           0.0030339,            0.001391,             0.98568,                0.98,             0.98307,             0.81613,            0.012666,           0.0018575,           0.0050311,           0.0069353,           0.0069353,           0.0069353
                 121,            0.018254,           0.0030332,           0.0011603,             0.98053,             0.98764,              0.9804,             0.81703,            0.012572,           0.0018177,           0.0043792,           0.0068906,           0.0068906,           0.0068906
                 122,            0.018207,           0.0030595,           0.0012427,             0.97222,             0.98067,             0.97827,             0.83802,            0.012799,           0.0018268,           0.0062524,           0.0068457,           0.0068457,           0.0068457
                 123,            0.016788,           0.0030792,           0.0011701,             0.97987,             0.98643,              0.9795,              0.8417,            0.011897,           0.0017525,           0.0048695,           0.0068006,           0.0068006,           0.0068006
                 124,            0.017902,           0.0030782,          0.00092981,             0.98491,             0.98849,              0.9795,             0.82301,            0.012538,           0.0017787,           0.0040594,           0.0067555,           0.0067555,           0.0067555
                 125,            0.017062,           0.0028333,           0.0011483,             0.98076,             0.99141,             0.98191,             0.83712,            0.012116,           0.0017363,           0.0043717,           0.0067101,           0.0067101,           0.0067101
                 126,            0.018307,           0.0030217,           0.0011496,             0.97549,             0.98627,             0.97879,             0.82596,            0.012522,           0.0018163,           0.0041703,           0.0066647,           0.0066647,           0.0066647
                 127,             0.01717,           0.0030198,           0.0014713,             0.98071,             0.99143,             0.98162,             0.83261,            0.012216,           0.0017604,           0.0047392,           0.0066191,           0.0066191,           0.0066191
                 128,            0.017747,           0.0031493,           0.0011859,             0.97631,              0.9914,             0.98241,             0.82534,            0.012932,           0.0018066,           0.0046863,           0.0065734,           0.0065734,           0.0065734
                 129,            0.016956,           0.0028095,           0.0012104,             0.98354,             0.98666,             0.98134,             0.83523,            0.012439,           0.0017269,           0.0045855,           0.0065276,           0.0065276,           0.0065276
                 130,            0.016695,           0.0029603,           0.0011409,             0.97678,             0.98702,             0.98247,             0.83651,            0.012301,           0.0016925,            0.004617,           0.0064816,           0.0064816,           0.0064816
                 131,            0.017427,           0.0029997,           0.0009969,             0.97931,             0.98643,             0.98032,             0.84899,            0.011678,           0.0016747,           0.0047544,           0.0064356,           0.0064356,           0.0064356
                 132,            0.016831,           0.0028791,           0.0010187,             0.98629,             0.99143,             0.97913,             0.83837,            0.011735,           0.0016993,           0.0043443,           0.0063895,           0.0063895,           0.0063895
                 133,             0.01646,           0.0029796,           0.0010887,             0.98504,             0.99143,             0.97831,             0.82239,            0.012843,           0.0017147,           0.0041796,           0.0063432,           0.0063432,           0.0063432
                 134,            0.017101,           0.0029624,           0.0010793,             0.98484,             0.99143,             0.97758,              0.8137,            0.013214,           0.0017498,           0.0046563,           0.0062969,           0.0062969,           0.0062969
                 135,             0.01677,           0.0029837,           0.0011461,             0.98346,             0.98809,             0.97801,              0.8255,            0.012808,           0.0017115,           0.0046461,           0.0062505,           0.0062505,           0.0062505
                 136,            0.016739,           0.0029293,          0.00098811,             0.98258,             0.99132,             0.98035,             0.83303,            0.012114,           0.0016926,           0.0043721,            0.006204,            0.006204,            0.006204
                 137,            0.015788,           0.0027427,          0.00080991,             0.98345,             0.98878,              0.9827,             0.83566,            0.012401,           0.0017326,           0.0045702,           0.0061574,           0.0061574,           0.0061574
                 138,            0.017308,           0.0028749,           0.0010569,             0.98438,             0.98441,             0.97962,             0.81157,            0.013422,           0.0017332,           0.0044744,           0.0061107,           0.0061107,           0.0061107
                 139,            0.016746,           0.0029456,           0.0013176,              0.9826,             0.99143,             0.98234,             0.84748,             0.01149,            0.001624,           0.0037861,            0.006064,            0.006064,            0.006064
                 140,            0.016271,            0.002942,           0.0012225,             0.98411,             0.99133,             0.98055,             0.84391,            0.011665,           0.0016406,           0.0045042,           0.0060172,           0.0060172,           0.0060172
                 141,            0.016665,           0.0029486,           0.0010441,              0.9858,              0.9845,             0.98197,             0.85167,            0.011772,            0.001646,           0.0041447,           0.0059704,           0.0059704,           0.0059704
                 142,            0.017031,           0.0028267,          0.00093273,             0.95626,             0.98708,             0.97688,             0.85389,            0.011536,            0.001718,           0.0043806,           0.0059235,           0.0059235,           0.0059235
                 143,            0.015967,           0.0029194,          0.00099246,             0.98475,             0.98877,              0.9817,             0.81924,              0.0137,           0.0016588,           0.0043622,           0.0058766,           0.0058766,           0.0058766
                 144,             0.01665,           0.0027014,           0.0011418,             0.98263,             0.99143,             0.97892,             0.80761,            0.013739,           0.0016535,            0.004039,           0.0058296,           0.0058296,           0.0058296
                 145,            0.016238,           0.0028291,          0.00082613,              0.9814,             0.99143,              0.9798,             0.81992,             0.01272,            0.001655,           0.0040111,           0.0057826,           0.0057826,           0.0057826
                 146,            0.016798,           0.0028119,          0.00081166,             0.98238,             0.99138,             0.97794,             0.82949,            0.012258,           0.0016597,           0.0045952,           0.0057355,           0.0057355,           0.0057355
                 147,            0.016318,            0.002845,          0.00098884,             0.98338,             0.99131,             0.97958,             0.83688,            0.011841,           0.0016412,           0.0046225,           0.0056884,           0.0056884,           0.0056884
                 148,             0.01573,           0.0026528,          0.00097829,             0.98064,             0.99139,             0.98041,              0.8444,            0.011848,            0.001619,           0.0042962,           0.0056413,           0.0056413,           0.0056413
                 149,            0.016382,           0.0027358,          0.00095644,             0.98315,             0.99143,             0.98041,             0.84462,            0.011849,           0.0015965,           0.0043577,           0.0055942,           0.0055942,           0.0055942
                 150,             0.01566,           0.0028426,          0.00078329,             0.98239,              0.9914,             0.98123,             0.84219,            0.011835,            0.001607,           0.0043302,           0.0055471,           0.0055471,           0.0055471
                 151,            0.015998,           0.0028302,          0.00083135,             0.98502,             0.99143,             0.97785,             0.83035,            0.012077,            0.001569,           0.0042522,              0.0055,              0.0055,              0.0055
                 152,            0.015937,           0.0027123,          0.00079371,             0.98225,             0.99143,             0.97955,             0.84791,            0.011314,           0.0015679,           0.0040722,           0.0054529,           0.0054529,           0.0054529
